freq;iccs;unit;geo\TIME_PERIOD,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 
A;ICCS02011;NR;UKN,1549 ,1605 ,1451 ,1446 ,1278 ,1093 ,1172 ,1206 ,1111 ,1053 ,1063 
A;ICCS02011;NR;XK,3376 ,3539 ,3760 ,3743 ,3805 ,653 ,818 ,393 ,363 ,331 ,304 
A;ICCS02011;P_HTHAB;AL,11.45 ,11.90 ,: ,5.97 ,: ,: ,4.55 ,5.84 ,4.08 ,4.35 ,4.70 
A;ICCS02011;P_HTHAB;AT,47.48 ,48.27 ,43.18 ,46.53 ,47.93 ,39.36 ,37.97 ,40.31 ,43.60 ,41.32 ,42.06 
A;ICCS02011;P_HTHAB;BA,38.35 ,: ,13.14 ,16.97 ,16.10 ,: ,: ,: ,: ,: ,: 
A;ICCS02011;P_HTHAB;BE,715.43 ,722.26 ,717.33 ,716.12 ,651.76 ,624.87 ,629.75 ,555.13 ,556.48 ,550.15 ,553.95 
A;ICCS02011;P_HTHAB;BG,42.78 ,41.81 ,40.93 ,33.41 ,32.89 ,33.91 ,34.96 ,34.99 ,34.53 ,39.58 ,35.72 
A;ICCS02011;P_HTHAB;CH,117.11 ,6.80 ,6.25 ,6.18 ,7.50 ,7.07 ,7.48 ,7.48 ,6.88 ,6.96 ,6.90 
A;ICCS02011;P_HTHAB;CY,21.51 ,27.48 ,21.12 ,19.53 ,17.17 ,15.24 ,15.62 ,16.88 ,17.09 ,16.85 ,15.27 
A;ICCS02011;P_HTHAB;CZ,52.18 ,45.62 ,45.75 ,50.20 ,49.88 ,51.14 ,49.46 ,49.62 ,47.85 ,45.06 ,46.81 
A;ICCS02011;P_HTHAB;DE,630.64 ,182.07 ,174.69 ,173.38 ,169.40 ,158.80 ,155.70 ,156.90 ,170.41 ,166.09 ,165.14 
A;ICCS02011;P_HTHAB;DK,30.37 ,29.08 ,31.67 ,30.50 ,29.69 ,26.83 ,27.24 ,25.80 ,30.36 ,33.12 ,32.12 
A;ICCS02011;P_HTHAB;EE,10.46 ,7.94 ,7.73 ,7.82 ,7.47 ,7.50 ,5.85 ,7.45 ,7.07 ,5.78 ,6.82 
A;ICCS02011;P_HTHAB;EL,3.89 ,4.30 ,9.90 ,12.81 ,15.26 ,14.63 ,13.35 ,14.96 ,14.05 ,14.02 ,14.77 
A;ICCS02011;P_HTHAB;ES,159.41 ,174.98 ,53.94 ,39.19 ,37.06 ,35.74 ,36.07 ,62.55 ,37.32 ,38.87 ,39.20 
A;ICCS02011;P_HTHAB;FI,42.03 ,39.11 ,36.89 ,37.86 ,34.36 ,33.00 ,30.18 ,28.56 ,29.01 ,28.73 ,29.18 
A;ICCS02011;P_HTHAB;FR,293.62 ,342.07 ,358.67 ,355.97 ,355.00 ,355.64 ,360.80 ,364.25 ,363.86 ,: ,: 
A;ICCS02011;P_HTHAB;HR,26.16 ,24.57 ,22.92 ,20.35 ,21.12 ,19.31 ,18.04 ,19.03 ,18.85 ,19.21 ,17.85 
A;ICCS02011;P_HTHAB;HU,126.99 ,127.48 ,145.48 ,142.32 ,140.69 ,135.00 ,136.42 ,126.55 ,: ,: ,: 
A;ICCS02011;P_HTHAB;IE,86.20 ,82.23 ,80.91 ,77.46 ,70.11 ,66.89 ,68.20 ,75.17 ,76.89 ,85.30 ,93.28 
A;ICCS02011;P_HTHAB;IS,24.41 ,24.74 ,17.95 ,18.84 ,23.16 ,28.58 ,31.01 ,25.83 ,22.25 ,30.44 ,35.01 
A;ICCS02011;P_HTHAB;IT,112.17 ,111.20 ,109.59 ,115.39 ,117.06 ,111.11 ,110.24 ,107.03 ,105.72 ,108.77 ,109.70 
A;ICCS02011;P_HTHAB;LI,248.90 ,252.89 ,214.52 ,215.77 ,189.17 ,279.60 ,323.20 ,216.77 ,188.72 ,219.52 ,207.27 
A;ICCS02011;P_HTHAB;LT,7.81 ,6.91 ,7.80 ,6.75 ,5.93 ,7.10 ,6.93 ,7.33 ,7.48 ,6.25 ,6.59 
A;ICCS02011;P_HTHAB;LU,478.92 ,476.19 ,118.71 ,133.05 ,128.99 ,132.76 ,132.44 ,108.00 ,98.74 ,99.04 ,101.49 
A;ICCS02011;P_HTHAB;LV,61.41 ,56.18 ,57.82 ,55.96 ,64.80 ,22.63 ,28.43 ,26.89 ,33.37 ,33.69 ,33.40 
A;ICCS02011;P_HTHAB;ME,31.84 ,30.14 ,31.18 ,25.97 ,27.08 ,27.86 ,20.76 ,22.50 ,20.57 ,23.62 ,24.58 
A;ICCS02011;P_HTHAB;MK,10.41 ,11.13 ,12.08 ,11.62 ,10.24 ,10.47 ,10.31 ,7.44 ,8.35 ,7.14 ,: 
A;ICCS02011;P_HTHAB;MT,48.06 ,42.10 ,43.48 ,43.62 ,41.67 ,51.74 ,37.61 ,42.62 ,44.40 ,40.41 ,38.47 
A;ICCS02011;P_HTHAB;NL,420.62 ,398.46 ,39.85 ,39.36 ,37.09 ,33.25 ,31.73 ,30.18 ,29.57 ,28.01 ,26.63 
A;ICCS02011;P_HTHAB;NO,69.22 ,64.45 ,60.21 ,57.66 ,55.78 ,50.80 ,46.54 ,43.34 ,42.20 ,40.16 ,37.16 
A;ICCS02011;P_HTHAB;PL,: ,32.93 ,28.96 ,28.12 ,25.54 ,23.96 ,21.70 ,18.31 ,20.07 ,19.23 ,17.41 
A;ICCS02011;P_HTHAB;PT,7.20 ,6.85 ,8.16 ,7.68 ,6.65 ,5.53 ,5.20 ,4.52 ,5.04 ,5.66 ,5.63 
A;ICCS02011;P_HTHAB;RO,45.83 ,44.38 ,57.31 ,57.43 ,85.68 ,87.77 ,11.43 ,1.50 ,1.54 ,1.38 ,1.29 
A;ICCS02011;P_HTHAB;RS,21.48 ,19.66 ,19.04 ,18.05 ,18.33 ,24.37 ,21.07 ,19.99 ,18.92 ,18.25 ,17.47 
A;ICCS02011;P_HTHAB;SE,58.06 ,60.50 ,59.89 ,60.37 ,56.29 ,48.76 ,47.38 ,47.66 ,50.34 ,46.87 ,46.53 
A;ICCS02011;P_HTHAB;SI,106.20 ,107.11 ,106.59 ,96.28 ,98.85 ,89.81 ,80.39 ,74.65 ,72.23 ,67.67 ,74.70 
A;ICCS02011;P_HTHAB;SK,50.26 ,48.64 ,45.01 ,41.30 ,40.39 ,37.28 ,36.71 ,34.35 ,30.08 ,30.21 ,29.34 
A;ICCS02011;P_HTHAB;TR,: ,271.35 ,304.41 ,323.37 ,351.06 ,: ,: ,: ,: ,: ,: 
A;ICCS02011;P_HTHAB;UKC-L,767.40 ,726.23 ,661.46 ,602.28 ,551.63 ,566.50 ,653.16 ,746.93 ,802.85 ,875.94 ,927.84 
A;ICCS02011;P_HTHAB;UKM,1540.54 ,107.75 ,104.70 ,88.87 ,68.65 ,55.47 ,54.39 ,69.34 ,73.47 ,72.84 ,74.47 
A;ICCS02011;P_HTHAB;UKN,87.50 ,89.86 ,80.66 ,79.91 ,70.26 ,59.84 ,63.79 ,65.29 ,59.78 ,56.41 ,56.66 
A;ICCS02011;P_HTHAB;XK,156.79 ,162.29 ,170.28 ,208.62 ,: ,: ,: ,: ,20.49 ,18.56 ,16.90 
A;ICCS020221;NR;AL,10 ,5 ,9 ,2 ,2 ,5 ,2 ,8 ,4 ,2 ,5 
A;ICCS020221;NR;AT,11 ,5 ,9 ,5 ,11 ,4 ,1 ,3 ,2 ,3 ,5 
A;ICCS020221;NR;BA,8 ,6 ,1 ,1 ,2 ,5 ,3 ,0 ,1 ,0 ,1 
A;ICCS020221;NR;BE,1013 ,1080 ,1122 ,1194 ,1185 ,1163 ,1151 ,1171 ,1201 ,1170 ,: 
A;ICCS020221;NR;BG,127 ,142 ,118 ,77 ,75 ,87 ,95 ,74 ,70 ,102 ,63 
A;ICCS020221;NR;CH,2 ,4 ,0 ,4 ,5 ,3 ,1 ,4 ,3 ,3 ,8 
A;ICCS020221;NR;CY,12 ,26 ,27 ,12 ,5 ,4 ,8 ,0 ,1 ,9 ,4 
A;ICCS020221;NR;CZ,15 ,12 ,16 ,11 ,17 ,20 ,15 ,12 ,18 ,17 ,13 
A;ICCS020221;NR;DE,1857 ,5126 ,4897 ,4922 ,5183 ,4929 ,4988 ,4763 ,4756 ,4625 ,4563 
A;ICCS020221;NR;EE,2 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
A;ICCS020221;NR;EL,30 ,16 ,173 ,158 ,139 ,95 ,58 ,89 ,61 ,78 ,74 
A;ICCS020221;NR;ES,237 ,171 ,127 ,111 ,118 ,121 ,99 ,93 ,94 ,69 ,81 
A;ICCS020221;NR;FI,0 ,3 ,1 ,3 ,1 ,1 ,1 ,1 ,3 ,1 ,4 
A;ICCS020221;NR;FR,2074 ,2085 ,2092 ,2234 ,2117 ,2266 ,2956 ,3818 ,3818 ,: ,: 
A;ICCS020221;NR;HR,16 ,12 ,13 ,6 ,6 ,1 ,1 ,0 ,1 ,0 ,0 
A;ICCS020221;NR;HU,11 ,14 ,18 ,12 ,9 ,7 ,3 ,11 ,5 ,3 ,2 
A;ICCS020221;NR;IE,58 ,84 ,82 ,77 ,65 ,80 ,60 ,92 ,74 ,76 ,: 
A;ICCS020221;NR;IT,325 ,349 ,351 ,356 ,341 ,325 ,297 ,287 ,197 ,198 ,185 
A;ICCS020221;NR;LI,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
A;ICCS020221;NR;LT,61 ,59 ,69 ,48 ,65 ,46 ,0 ,0 ,0 ,0 ,0 
A;ICCS020221;NR;LU,33 ,40 ,27 ,47 ,57 ,48 ,52 ,53 ,50 ,46 ,36 
A;ICCS020221;NR;LV,3 ,9 ,8 ,7 ,1 ,18 ,17 ,17 ,8 ,4 ,10 
A;ICCS020221;NR;ME,3 ,3 ,2 ,3 ,0 ,1 ,0 ,0 ,2 ,0 ,0 
A;ICCS020221;NR;MK,14 ,16 ,17 ,14 ,19 ,18 ,8 ,11 ,10 ,7 ,: 
A;ICCS020221;NR;MT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;ICCS020221;NR;NL,760 ,625 ,650 ,575 ,600 ,525 ,415 ,435 ,420 ,390 ,420 
A;ICCS020221;NR;PL,37 ,59 ,26 ,11 ,316 ,445 ,292 ,246 ,: ,: ,: 
A;ICCS020221;NR;PT,492 ,539 ,501 ,507 ,419 ,432 ,376 ,369 ,296 ,292 ,273 
A;ICCS020221;NR;RO,265 ,: ,321 ,307 ,391 ,310 ,290 ,295 ,346 ,311 ,304 
A;ICCS020221;NR;RS,16 ,24 ,20 ,9 ,11 ,9 ,12 ,14 ,8 ,12 ,14 
A;ICCS020221;NR;SI,7 ,2 ,4 ,2 ,4 ,4 ,5 ,3 ,3 ,1 ,6 
A;ICCS020221;NR;SK,3 ,6 ,4 ,4 ,7 ,78 ,83 ,85 ,102 ,91 ,92 
A;ICCS020221;NR;TR,: ,12700 ,13586 ,13584 ,13431 ,: ,: ,: ,: ,: ,: 
A;ICCS020221;NR;UKC-L,2035 ,1860 ,1717 ,1516 ,1388 ,1728 ,2189 ,3019 ,3849 ,4528 ,5223 
A;ICCS020221;NR;UKM,319 ,269 ,260 ,219 ,227 ,253 ,234 ,228 ,230 ,233 ,268 
A;ICCS020221;NR;UKN,83 ,82 ,56 ,66 ,45 ,59 ,44 ,65 ,81 ,67 ,82 
A;ICCS020221;NR;XK,46 ,50 ,43 ,31 ,33 ,34 ,26 ,24 ,22 ,16 ,16 
A;ICCS020221;P_HTHAB;AL,0.32 ,0.16 ,: ,0.07 ,: ,: ,0.07 ,0.27 ,0.13 ,0.07 ,0.17 
A;ICCS020221;P_HTHAB;AT,0.13 ,0.06 ,0.11 ,0.06 ,0.13 ,0.05 ,0.01 ,0.03 ,0.02 ,0.03 ,0.06 
A;ICCS020221;P_HTHAB;BA,0.21 ,0.16 ,0.03 ,0.03 ,0.05 ,: ,: ,: ,: ,: ,: 
A;ICCS020221;P_HTHAB;BE,9.50 ,10.04 ,10.35 ,10.85 ,10.68 ,10.42 ,10.29 ,10.42 ,10.62 ,10.31 ,: 
A;ICCS020221;P_HTHAB;BG,1.69 ,1.90 ,1.59 ,1.04 ,1.02 ,1.19 ,1.31 ,1.03 ,0.98 ,1.44 ,0.89 
A;ICCS020221;P_HTHAB;CH,0.02 ,0.05 ,0.00 ,0.05 ,0.06 ,0.04 ,0.01 ,0.05 ,0.04 ,0.04 ,0.09 
A;ICCS020221;P_HTHAB;CY,1.55 ,3.26 ,3.30 ,1.43 ,0.58 ,0.46 ,0.93 ,0.00 ,0.12 ,1.05 ,0.46 
A;ICCS020221;P_HTHAB;CZ,0.15 ,0.12 ,0.15 ,0.10 ,0.16 ,0.19 ,0.14 ,0.11 ,0.17 ,0.16 ,0.12 
A;ICCS020221;P_HTHAB;DE,2.26 ,6.25 ,5.99 ,6.14 ,6.45 ,6.12 ,6.18 ,5.87 ,5.79 ,5.60 ,5.51 
A;ICCS020221;P_HTHAB;EE,0.15 ,0.00 ,0.00 ,0.23 ,0.00 ,0.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
A;ICCS020221;P_HTHAB;EL,0.27 ,0.14 ,1.56 ,1.42 ,1.25 ,0.86 ,0.53 ,0.82 ,0.57 ,0.72 ,0.69 
A;ICCS020221;P_HTHAB;ES,0.52 ,0.37 ,0.27 ,0.24 ,0.25 ,0.26 ,0.21 ,0.20 ,0.20 ,0.15 ,0.17 
A;ICCS020221;P_HTHAB;FI,0.00 ,0.06 ,0.02 ,0.06 ,0.02 ,0.02 ,0.02 ,0.02 ,0.05 ,0.02 ,0.07 
A;ICCS020221;P_HTHAB;FR,3.24 ,3.24 ,3.24 ,3.44 ,3.24 ,3.45 ,4.48 ,5.74 ,5.72 ,: ,: 
A;ICCS020221;P_HTHAB;HR,0.37 ,0.28 ,0.30 ,0.14 ,0.14 ,0.02 ,0.02 ,0.00 ,0.02 ,0.00 ,0.00 
A;ICCS020221;P_HTHAB;HU,0.11 ,0.14 ,0.18 ,0.12 ,0.09 ,0.07 ,0.03 ,0.11 ,0.05 ,0.03 ,0.02 
A;ICCS020221;P_HTHAB;IE,1.30 ,1.85 ,1.80 ,1.68 ,1.41 ,1.74 ,1.30 ,1.97 ,1.57 ,1.59 ,: 
A;ICCS020221;P_HTHAB;IT,0.55 ,0.59 ,0.59 ,0.60 ,0.57 ,0.54 ,0.49 ,0.47 ,0.32 ,0.33 ,0.31 
A;ICCS020221;P_HTHAB;LI,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,: ,: 
A;ICCS020221;P_HTHAB;LT,1.90 ,1.85 ,2.20 ,1.57 ,2.16 ,1.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
A;ICCS020221;P_HTHAB;LU,6.82 ,8.11 ,5.38 ,9.18 ,10.86 ,8.94 ,9.46 ,9.41 ,8.68 ,7.79 ,5.98 
A;ICCS020221;P_HTHAB;LV,0.14 ,0.42 ,0.38 ,0.34 ,0.05 ,0.89 ,0.85 ,0.86 ,0.41 ,0.21 ,0.52 
A;ICCS020221;P_HTHAB;ME,0.49 ,0.49 ,0.32 ,0.48 ,0.00 ,0.16 ,0.00 ,0.00 ,0.32 ,0.00 ,0.00 
A;ICCS020221;P_HTHAB;MK,0.68 ,0.78 ,0.83 ,0.68 ,0.92 ,0.87 ,0.39 ,0.53 ,0.48 ,0.34 ,: 
A;ICCS020221;P_HTHAB;MT,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
A;ICCS020221;P_HTHAB;NL,4.63 ,3.79 ,3.92 ,3.45 ,3.59 ,3.13 ,2.47 ,2.57 ,2.47 ,2.28 ,2.44 
A;ICCS020221;P_HTHAB;PL,0.10 ,0.15 ,0.07 ,0.03 ,0.83 ,1.17 ,0.77 ,0.65 ,: ,: ,: 
A;ICCS020221;P_HTHAB;PT,4.66 ,5.10 ,4.74 ,4.80 ,3.97 ,4.12 ,3.61 ,3.56 ,2.86 ,2.83 ,2.65 
A;ICCS020221;P_HTHAB;RO,1.28 ,: ,1.50 ,1.43 ,1.95 ,1.55 ,1.45 ,1.48 ,1.75 ,1.58 ,1.56 
A;ICCS020221;P_HTHAB;RS,0.22 ,0.33 ,0.27 ,0.12 ,0.15 ,0.13 ,0.17 ,0.20 ,0.11 ,0.17 ,0.20 
A;ICCS020221;P_HTHAB;SI,0.35 ,0.10 ,0.20 ,0.10 ,0.19 ,0.19 ,0.24 ,0.15 ,0.15 ,0.05 ,0.29 
A;ICCS020221;P_HTHAB;SK,0.06 ,0.11 ,0.07 ,0.07 ,0.13 ,1.44 ,1.53 ,1.57 ,1.88 ,1.67 ,1.69 
A;ICCS020221;P_HTHAB;TR,: ,17.76 ,18.72 ,18.43 ,17.97 ,: ,: ,: ,: ,: ,: 
A;ICCS020221;P_HTHAB;UKC-L,3.73 ,3.38 ,3.10 ,2.71 ,2.46 ,3.04 ,3.83 ,5.24 ,6.62 ,7.73 ,8.86 
A;ICCS020221;P_HTHAB;UKM,6.15 ,5.16 ,4.96 ,4.15 ,4.28 ,4.76 ,4.38 ,4.26 ,4.28 ,4.30 ,4.93 
A;ICCS020221;P_HTHAB;UKN,4.69 ,4.59 ,3.11 ,3.65 ,2.47 ,3.23 ,2.39 ,3.52 ,4.36 ,3.59 ,4.37 
A;ICCS020221;P_HTHAB;XK,2.14 ,2.29 ,1.95 ,1.73 ,: ,: ,: ,: ,1.24 ,0.90 ,0.89 
A;ICCS0301;NR;AL,57 ,63 ,60 ,44 ,47 ,87 ,97 ,149 ,120 ,113 ,109 
A;ICCS0301;NR;AT,4185 ,3836 ,3496 ,3957 ,4040 ,3780 ,3564 ,3479 ,4391 ,4253 ,4425 
A;ICCS0301;NR;BA,: ,: ,: ,: ,: ,137 ,134 ,164 ,143 ,158 ,87 
A;ICCS0301;NR;BE,10779 ,10609 ,10923 ,11300 ,10736 ,11399 ,6897 ,6888 ,7758 ,8283 ,7795 
A;ICCS0301;NR;BG,749 ,726 ,696 ,649 ,686 ,632 ,610 ,603 ,554 ,653 ,575 
A;ICCS0301;NR;CH,: ,2988 ,2492 ,2816 ,2581 ,2696 ,2747 ,2710 ,2742 ,2595 ,2833 
A;ICCS0301;NR;CY,97 ,78 ,79 ,47 ,33 ,24 ,19 ,21 ,24 ,20 ,29 
A;ICCS0301;NR;CZ,1680 ,1730 ,1337 ,1456 ,1410 ,1417 ,1432 ,1422 ,1393 ,1414 ,1448 
A;ICCS0301;NR;DE,56784 ,49084 ,36566 ,36354 ,36277 ,35330 ,34959 ,34265 ,37166 ,34815 ,40585 
A;ICCS0301;NR;DK,1812 ,1671 ,2010 ,1866 ,1904 ,1843 ,2368 ,2611 ,3793 ,4795 ,5540 
A;ICCS0301;NR;EE,268 ,254 ,178 ,180 ,248 ,240 ,199 ,284 ,271 ,259 ,296 
A;ICCS0301;NR;EL,682 ,924 ,511 ,435 ,486 ,468 ,466 ,554 ,493 ,453 ,423 
A;ICCS0301;NR;ES,10888 ,9723 ,9954 ,9892 ,9008 ,8923 ,9468 ,7496 ,8726 ,9464 ,11612 
A;ICCS0301;NR;FI,2711 ,2099 ,2384 ,3159 ,3234 ,2988 ,2825 ,2772 ,3188 ,3054 ,3537 
A;ICCS0301;NR;FR,24031 ,23253 ,22963 ,23871 ,26783 ,27778 ,30959 ,33283 ,37480 ,41587 ,49398 
A;ICCS0301;NR;HR,765 ,664 ,397 ,378 ,343 ,576 ,604 ,605 ,676 ,476 ,541 
A;ICCS0301;NR;HU,464 ,656 ,677 ,629 ,694 ,5974 ,773 ,1686 ,600 ,588 ,541 
A;ICCS0301;NR;IE,1200 ,1446 ,2133 ,1807 ,1835 ,1778 ,1864 ,2306 ,2546 ,2893 ,3194 
A;ICCS0301;NR;IS,: ,: ,: ,: ,: ,731 ,419 ,442 ,498 ,476 ,551 
A;ICCS0301;NR;IT,: ,: ,: ,: ,: ,4488 ,4754 ,4511 ,4513 ,5115 ,5381 
A;ICCS0301;NR;LI,: ,: ,: ,: ,: ,6 ,8 ,9 ,9 ,8 ,9 
A;ICCS0301;NR;LT,368 ,362 ,514 ,529 ,441 ,255 ,317 ,263 ,208 ,226 ,219 
A;ICCS0301;NR;LU,: ,360 ,326 ,354 ,398 ,357 ,359 ,328 ,419 ,362 ,358 
A;ICCS0301;NR;LV,: ,: ,: ,: ,: ,452 ,553 ,466 ,220 ,262 ,295 
A;ICCS0301;NR;ME,40 ,47 ,44 ,24 ,24 ,25 ,31 ,26 ,22 ,23 ,23 
A;ICCS0301;NR;MK,: ,: ,: ,: ,: ,151 ,135 ,120 ,114 ,102 ,: 
A;ICCS0301;NR;MT,80 ,82 ,91 ,69 ,82 ,94 ,77 ,104 ,88 ,78 ,93 
A;ICCS0301;NR;NL,10495 ,10245 ,5470 ,5190 ,4865 ,4420 ,4290 ,4160 ,4735 ,4815 ,5190 
A;ICCS0301;NR;NO,3261 ,3239 ,3318 ,3612 ,3576 ,3526 ,3746 ,4359 ,5560 ,5635 ,5796 
A;ICCS0301;NR;PL,: ,: ,: ,: ,: ,3055 ,2931 ,2755 ,3155 ,3221 ,3328 
A;ICCS0301;NR;PT,2251 ,2556 ,2206 ,2182 ,2134 ,2136 ,2331 ,2445 ,2473 ,2538 ,2463 
A;ICCS0301;NR;RO,1566 ,1605 ,1486 ,1325 ,1541 ,1736 ,1516 ,1740 ,1789 ,1528 ,1751 
A;ICCS0301;NR;RS,400 ,412 ,453 ,457 ,395 ,262 ,288 ,251 ,283 ,313 ,461 
A;ICCS0301;NR;SE,14058 ,14998 ,15537 ,16095 ,16174 ,14891 ,16910 ,15237 ,17681 ,18874 ,19274 
A;ICCS0301;NR;SI,383 ,456 ,466 ,471 ,367 ,378 ,296 ,258 ,356 ,427 ,353 
A;ICCS0301;NR;SK,: ,: ,: ,: ,: ,645 ,683 ,645 ,656 ,705 ,667 
A;ICCS0301;NR;UKC-L,35310 ,37307 ,39114 ,38298 ,38930 ,46866 ,78787 ,106536 ,122190 ,151120 ,162030 
A;ICCS0301;NR;UKM,4811 ,4850 ,5232 ,6232 ,6734 ,8114 ,8554 ,9314 ,10073 ,11628 ,12705 
A;ICCS0301;NR;UKN,1777 ,1769 ,1868 ,1840 ,1859 ,2153 ,2582 ,2910 ,3182 ,3356 ,3621 
A;ICCS0301;NR;XK,161 ,137 ,122 ,125 ,142 ,201 ,95 ,94 ,99 ,441 ,363 
A;ICCS0301;P_HTHAB;AL,1.80 ,1.98 ,: ,1.55 ,: ,: ,3.35 ,5.16 ,4.17 ,3.93 ,3.80 
A;ICCS0301;P_HTHAB;AT,50.37 ,46.02 ,41.86 ,47.25 ,48.05 ,44.72 ,41.90 ,40.57 ,50.53 ,48.48 ,50.16 
A;ICCS0301;P_HTHAB;BE,101.05 ,98.66 ,100.77 ,102.72 ,96.77 ,102.13 ,61.69 ,61.30 ,68.59 ,72.97 ,68.39 
A;ICCS0301;P_HTHAB;BG,9.96 ,9.72 ,9.38 ,8.81 ,9.36 ,8.68 ,8.42 ,8.37 ,7.74 ,9.19 ,8.16 
A;ICCS0301;P_HTHAB;CH,: ,38.79 ,32.00 ,35.78 ,32.44 ,33.54 ,33.75 ,32.90 ,32.93 ,30.82 ,33.39 
A;ICCS0301;P_HTHAB;CY,12.49 ,9.79 ,9.64 ,5.60 ,3.83 ,2.77 ,2.21 ,2.48 ,2.83 ,2.34 ,3.36 
A;ICCS0301;P_HTHAB;CZ,16.24 ,16.59 ,12.78 ,13.88 ,13.42 ,13.47 ,13.62 ,13.49 ,13.20 ,13.37 ,13.65 
A;ICCS0301;P_HTHAB;DE,69.07 ,59.86 ,44.70 ,45.32 ,45.16 ,43.88 ,43.28 ,42.20 ,45.23 ,42.19 ,49.02 
A;ICCS0301;P_HTHAB;DK,33.09 ,30.32 ,36.32 ,33.56 ,34.12 ,32.90 ,42.08 ,46.13 ,66.46 ,83.41 ,95.83 
A;ICCS0301;P_HTHAB;EE,20.02 ,19.02 ,13.35 ,13.54 ,18.71 ,18.18 ,15.12 ,21.60 ,20.59 ,19.69 ,22.44 
A;ICCS0301;P_HTHAB;EL,6.10 ,8.33 ,4.59 ,3.91 ,4.38 ,4.25 ,4.26 ,5.10 ,4.57 ,4.21 ,3.94 
A;ICCS0301;P_HTHAB;ES,23.84 ,21.03 ,21.41 ,21.20 ,19.24 ,19.10 ,20.36 ,16.14 ,18.79 ,20.34 ,24.89 
A;ICCS0301;P_HTHAB;FI,51.15 ,39.41 ,44.55 ,58.77 ,59.87 ,55.06 ,51.82 ,50.66 ,58.10 ,55.49 ,64.16 
A;ICCS0301;P_HTHAB;FR,37.54 ,36.14 ,35.51 ,36.74 ,41.03 ,42.34 ,46.95 ,50.06 ,56.24 ,62.25 ,73.82 
A;ICCS0301;P_HTHAB;HR,17.74 ,15.41 ,9.23 ,8.81 ,8.02 ,13.51 ,14.22 ,14.32 ,16.13 ,11.46 ,13.18 
A;ICCS0301;P_HTHAB;HU,4.62 ,6.54 ,6.76 ,6.30 ,6.99 ,60.29 ,7.83 ,17.11 ,6.10 ,6.00 ,5.53 
A;ICCS0301;P_HTHAB;IE,26.91 ,31.98 ,46.88 ,39.53 ,40.04 ,38.73 ,40.19 ,49.30 ,53.87 ,60.47 ,66.12 
A;ICCS0301;P_HTHAB;IS,: ,: ,: ,: ,: ,227.12 ,128.66 ,134.31 ,149.76 ,140.68 ,158.13 
A;ICCS0301;P_HTHAB;IT,: ,: ,: ,: ,: ,7.52 ,7.82 ,7.42 ,7.44 ,8.44 ,8.90 
A;ICCS0301;P_HTHAB;LI,: ,: ,: ,: ,: ,16.29 ,21.55 ,24.09 ,23.92 ,21.16 ,23.61 
A;ICCS0301;P_HTHAB;LT,11.45 ,11.37 ,16.36 ,17.33 ,14.68 ,8.58 ,10.77 ,9.00 ,7.20 ,7.94 ,7.80 
A;ICCS0301;P_HTHAB;LU,: ,72.95 ,64.93 ,69.16 ,75.83 ,66.48 ,65.31 ,58.26 ,72.71 ,61.29 ,59.47 
A;ICCS0301;P_HTHAB;LV,: ,: ,: ,: ,: ,22.33 ,27.63 ,23.46 ,11.17 ,13.44 ,15.25 
A;ICCS0301;P_HTHAB;ME,6.50 ,7.62 ,7.11 ,3.87 ,3.87 ,4.03 ,4.99 ,4.18 ,3.54 ,3.70 ,3.70 
A;ICCS0301;P_HTHAB;MK,: ,: ,: ,: ,: ,7.32 ,6.54 ,5.80 ,5.50 ,4.92 ,: 
A;ICCS0301;P_HTHAB;MT,19.62 ,19.95 ,21.98 ,16.63 ,19.64 ,22.31 ,18.10 ,24.22 ,19.54 ,16.95 ,19.55 
A;ICCS0301;P_HTHAB;NL,63.97 ,62.14 ,33.00 ,31.16 ,29.08 ,26.34 ,25.49 ,24.61 ,27.89 ,28.19 ,30.21 
A;ICCS0301;P_HTHAB;NO,68.83 ,67.48 ,68.29 ,73.41 ,71.72 ,69.80 ,73.34 ,84.37 ,106.70 ,107.16 ,109.45 
A;ICCS0301;P_HTHAB;PL,: ,: ,: ,: ,: ,8.03 ,7.71 ,7.25 ,8.31 ,8.48 ,8.76 
A;ICCS0301;P_HTHAB;PT,21.33 ,24.20 ,20.86 ,20.64 ,20.24 ,20.37 ,22.35 ,23.57 ,23.91 ,24.62 ,23.93 
A;ICCS0301;P_HTHAB;RO,7.59 ,7.85 ,6.92 ,6.19 ,7.67 ,8.67 ,7.60 ,8.76 ,9.05 ,7.78 ,8.97 
A;ICCS0301;P_HTHAB;RS,5.43 ,5.62 ,6.20 ,6.30 ,5.47 ,3.65 ,4.03 ,3.53 ,4.00 ,4.45 ,6.58 
